Date,Response Time (ms)
2023-07-22 18:37:25,15.014410018920898
2023-07-22 18:37:26,13.020038604736328
2023-07-22 18:37:27,12.010335922241211
2023-07-22 18:37:28,13.011693954467773
2023-07-22 18:37:29,12.011051177978516
2023-07-22 18:37:30,12.011051177978516
2023-07-22 18:37:31,18.016338348388672
2023-07-22 18:37:32,13.011932373046875
2023-07-22 18:37:33,10.009050369262695
2023-07-22 18:37:34,14.012813568115234
2023-07-22 18:37:35,13.012170791625977
2023-07-22 18:37:36,12.010812759399414
2023-07-22 18:37:37,10.009288787841797
2023-07-22 18:37:38,13.011693954467773
2023-07-22 18:37:39,17.01521873474121
2023-07-22 18:37:40,12.007713317871094
2023-07-22 18:37:41,13.012170791625977
2023-07-22 18:37:42,13.011693954467773
2023-07-22 18:37:43,13.011932373046875
2023-07-22 18:37:44,13.011932373046875
2023-07-22 18:37:45,15.013694763183594
2023-07-22 18:37:46,12.011051177978516
2023-07-22 18:37:47,13.011693954467773
2023-07-22 18:37:48,12.011528015136719
2023-07-22 18:37:49,12.006521224975586
2023-07-22 18:37:50,10.291814804077148
2023-07-22 18:37:51,12.011051177978516
2023-07-22 18:37:52,12.010812759399414
2023-07-22 18:37:53,12.010574340820312
2023-07-22 18:37:54,13.011693954467773
2023-07-22 18:37:55,13.011693954467773
2023-07-22 18:37:56,12.011051177978516
2023-07-22 18:37:57,10.010242462158203
2023-07-22 18:37:58,14.012813568115234
2023-07-22 18:37:59,12.009859085083008
2023-07-22 18:38:00,12.029409408569336
2023-07-22 18:38:01,10.008811950683594
2023-07-22 18:38:02,12.011051177978516
2023-07-22 18:38:03,11.009931564331055
2023-07-22 18:38:04,11.010169982910156
2023-07-22 18:38:05,12.011051177978516
2023-07-22 18:38:06,13.011932373046875
2023-07-22 18:38:07,11.009931564331055
2023-07-22 18:38:08,10.216474533081055
2023-07-22 18:38:09,11.009931564331055
2023-07-22 18:38:10,10.010480880737305
2023-07-22 18:38:11,11.01231575012207
2023-07-22 18:38:12,13.011693954467773
2023-07-22 18:38:13,13.011693954467773
2023-07-22 18:38:14,12.011051177978516
2023-07-22 18:38:15,11.011123657226562
2023-07-22 18:38:16,11.009931564331055
2023-07-22 18:38:17,11.009931564331055
2023-07-22 18:38:18,12.011051177978516
2023-07-22 18:38:19,12.010574340820312
2023-07-22 18:38:20,11.010169982910156
2023-07-22 18:38:21,13.008356094360352
2023-07-22 18:38:22,13.011693954467773
2023-07-22 18:38:23,14.012575149536133
2023-07-22 18:38:24,11.011600494384766
2023-07-22 18:38:25,11.00468635559082
2023-07-22 18:38:26,10.920524597167969
2023-07-22 18:38:27,11.00921630859375
2023-07-22 18:38:28,12.010812759399414
2023-07-22 18:38:29,12.31694221496582
2023-07-22 18:38:30,10.563135147094727
2023-07-22 18:38:31,13.026237487792969
2023-07-22 18:38:32,10.438919067382812
2023-07-22 18:38:34,11.153697967529297
2023-07-22 18:38:35,12.516260147094727
2023-07-22 18:38:36,11.00921630859375
2023-07-22 18:38:37,11.009931564331055
2023-07-22 18:38:38,10.009050369262695
2023-07-22 18:38:39,11.009693145751953
2023-07-22 18:38:40,11.605978012084961
2023-07-22 18:38:41,11.116743087768555
2023-07-22 18:38:42,11.009454727172852
2023-07-22 18:38:43,11.011838912963867
2023-07-22 18:38:44,12.012481689453125
2023-07-22 18:38:45,10.942697525024414
2023-07-22 18:38:46,11.515140533447266
2023-07-22 18:38:47,10.435104370117188
2023-07-22 18:38:48,11.009931564331055
2023-07-22 18:38:49,11.009931564331055
2023-07-22 18:38:50,11.009931564331055
2023-07-22 18:38:51,11.012077331542969
2023-07-22 18:38:52,13.011455535888672
2023-07-22 18:38:53,11.009454727172852
2023-07-22 18:38:54,11.009931564331055
2023-07-22 18:38:55,14.014005661010742
2023-07-22 18:38:56,11.009931564331055
2023-07-22 18:38:57,11.009454727172852
2023-07-22 18:38:58,10.009050369262695
2023-07-22 18:38:59,11.009931564331055
2023-07-22 18:39:00,10.008811950683594
2023-07-22 18:39:01,12.012481689453125
2023-07-22 18:39:02,13.011693954467773
2023-07-22 18:39:03,12.010574340820312
2023-07-22 18:39:04,11.010169982910156
2023-07-22 18:39:05,10.011672973632812
